customer_unique_id,shap_historical_recency_days,shap_historical_order_count,shap_historical_revenue,shap_historical_item_count,shap_historical_unique_products,shap_historical_average_order_value,shap_historical_average_items_per_order,shap_historical_orders_per_active_day,predicted_future_revenue,future_revenue
0036a074f98b80c4f1fc33dbbcf9c552,-0.016234877,-0.00052246253,-9.490315e-05,-0.0031757723,-0.00017252612,0.0047203563,-0.0010194461,0.00064671197,0.011639338,0.0
0036b4a3d09ad551a5188c2e374da402,-0.01093482,-0.0019798134,-0.002897304,-0.0015465468,0.00019071,0.023918,-0.0005365262,0.0008183016,0.03505755,0.0
0036d365b138cc0ee06bed755bcb5044,0.002435603,-0.0029956435,-0.015777819,-0.004209613,8.815641e-06,0.008403657,-0.0023247185,0.0010475372,0.014111495,0.0
00370dfde3d012c420d29657afc2fc8b,0.0066156113,-8.305262e-05,-0.009830678,-0.0012249736,0.00012809932,0.0149099585,-0.0050847484,-0.0007629642,0.03261279,0.0
00377a18050b898b93e2c774be9947db,-0.020319166,-0.000570293,0.008914977,-0.0032737737,0.00035176822,-0.0068032574,-0.0008361162,0.0028717278,0.0077911,0.0
0037aa56b017c105c3a9d47af71fff98,-0.0012084227,0.0005149722,-0.006539959,0.003474518,-0.001639265,-0.0042181504,-0.000760787,-0.00023933449,0.016950684,0.0
0037d2bbb9ebc39d9114aea27ee16d72,-0.015945723,-0.0017202087,0.023677854,0.00310995,0.0003223861,0.018104944,-0.00041777338,0.001049393,0.057180908,0.0
0037eb1ff742ee2e71ba887f65f3c6f3,0.0004224409,5.123993e-05,-0.008664706,-0.0017739095,-3.669618e-05,-0.012938864,-0.000893923,0.002798977,0.0064100497,0.0
003800162424b7b5b3d75c9cf22a66e7,-0.012330542,-0.0030054823,-0.020260826,-0.002421848,9.4779876e-05,0.018670384,-0.001518767,0.0015528613,0.008239361,0.0
003ac9408252444b489b1bfc013f5f8c,-0.016381113,-0.0006475242,-0.013861814,-0.0022675737,-0.00028471334,0.035835914,-0.0002908573,-0.0005631616,0.02938775,0.0
003c457932a554e4df13834237b1ed00,-0.013109581,-0.0016748153,0.005504028,-0.0011639936,0.00022103652,0.007480478,2.0518985e-06,2.6977708e-05,0.025019074,0.0
003d56767e53e08671de00da3fba8d40,-0.017598532,-0.0018707755,-0.021589747,-0.0018415559,-8.812035e-05,0.015122758,-0.0008008029,-4.0867413e-05,0.0,0.0
003db7adfcdc49857b095a50191b6c9d,-0.009110699,0.0019332508,-0.02559527,-0.0006116605,-0.0008129366,-0.0023652725,-0.0024965676,0.000162267,0.0,0.0
003e28cb6fab8a0901bff9229612375f,-0.020343855,-0.001720097,-0.006484713,-0.001269621,0.00028797137,-0.00715027,-0.00014935943,0.0010575437,0.0,0.0
003e2af81ea3c72fbdd093f07724a4de,0.027694758,-0.0006169474,0.015580719,0.015197296,0.0028991892,-0.045904882,0.03222775,0.000118620424,0.077476285,0.0
003f4901fdb60ae9c1e2538b84c208e1,-0.0064497786,-0.0017406445,-0.007268151,-0.0013703108,1.5469288e-05,0.028209621,-0.00028101855,0.00090656464,0.04023514,0.0
003fee4ca17927283128c7ddc6f9311b,0.014253981,-0.0016084246,-0.019070625,-0.0018282894,0.0003626426,-0.009076753,0.0009331839,0.001435031,0.012908427,0.0
004177f7bf62929186b32c7fdaa6157b,-0.016050754,-0.000113696326,0.028934935,0.008511589,-0.0010479398,-0.011617102,0.013067013,0.0024340681,0.0528946,0.0
004256f082951ec189a4962b6788c214,0.0015638935,9.771821e-05,-0.020901326,0.0005681637,0.00018683335,0.03390891,0.00017843817,-6.8610316e-05,0.043895148,0.0
004288347e5e88a27ded2bb23747066c,0.22104743,-0.0053125205,0.18013129,0.007213545,0.009429569,0.09111608,0.0032235573,0.17287683,1.028204,0.0
0042dcca0ae57aaec6e808edc31a2d48,-0.027559116,-0.0018630828,0.00086321816,-0.0028053094,0.0005356931,0.02160377,-0.0006852013,0.0018965133,0.01960116,0.0
